THOR_DATA_VIET_ID,MILSERVICE,MSNDATE,SOURCEID,SOURCERECORD,AIRCRAFT,TAKEOFFLOCATION,LAT,LONG,TGTTYPE,NUMWEAPONSDELIVERED,TIMEONTARGET,WEAPONTYPE,WEAPONTYPEWEIGHT,AIRCRAFT_ORIGINAL,AIRCRAFT_ROOT,FLTHOURS,MFUNC,MFUNC_DESC,MISSIONID,NUMOFACFT,OPERATIONSUPPORTED,PERIODOFDAY,UNIT,TGTCLOUDCOVER,TGTCONTROL,TGTCOUNTRY,TGTORIGCOORDS,TGTORIGCOORDSFORMAT,TGTWEATHER,ADDITIONALINFO,GEOZONE,ID,MFUNC_DESC_CLASS,NUMWEAPONSJETTISONED,NUMWEAPONSRETURNED,TIMEOFFTARGET,Year,popup
501945,USAF,11/15/1965,505351,CACTA6570,F100,BIEN HOA,8.9775023,105.2972804,AREA\DEPOT,0,810,NA,0,F100,F100,50,6,DIRECT AIR SUPPORT,2166,3,IN COUNTRY,D,JAJJF0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PWQ330923,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WT,26401129,KINETIC,0,0,822,1965,"USAF, F-100, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 810 hours; Weapon Type -  NA"
3166188,USAF,11/15/1965,509274,CACTA6570,F100,BIEN HOA,8.97931794,105.2890931,AREA\DEPOT,11,935,500LB GP M-64,561,F100,F100,50,6,DIRECT AIR SUPPORT,2877,3,IN COUNTRY,D,JAJJU0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PWQ321925,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WT,23799431,KINETIC,1,0,945,1965,"USAF, F-100, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 935 hours; Weapon Type -  500LB GP M-64"
2984818,USAF,11/15/1965,493877,CACTA6570,F100,BIEN HOA,8.97931794,105.2890931,AREA\DEPOT,24,935,M-39,50,F100,F100,50,6,DIRECT AIR SUPPORT,2877,3,IN COUNTRY,D,JAJJU0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PWQ321925,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WT,23981869,KINETIC,0,0,945,1965,"USAF, F-100, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 935 hours; Weapon Type -  M-39"
497323,USAF,11/15/1965,487054,CACTA6570,F100,BIEN HOA,8.97931794,105.2890931,AREA\DEPOT,0,935,NA,0,F100,F100,50,6,DIRECT AIR SUPPORT,2877,3,IN COUNTRY,D,JAJJU0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PWQ321925,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WT,26396507,KINETIC,0,0,945,1965,"USAF, F-100, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 935 hours; Weapon Type -  NA"
3166981,USAF,11/14/1965,494873,CACTA6570,F100,BIEN HOA,9.04265237,105.270033,TROOPS,16,913,500LB GP M-64,561,F100,F100,60,6,DIRECT AIR SUPPORT,2486,4,IN COUNTRY,M,JAJJF0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PWQ300995,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WT,23800224,KINETIC,0,0,924,1965,"USAF, F-100, DIRECT AIR SUPPORT, TROOPS, Time on Target - 913 hours; Weapon Type -  500LB GP M-64"
2984480,USAF,11/14/1965,502687,CACTA6570,F100,BIEN HOA,9.04265237,105.270033,TROOPS,28,913,M-39,50,F100,F100,60,6,DIRECT AIR SUPPORT,2486,4,IN COUNTRY,M,JAJJF0,SCATTERED,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PWQ300995,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WT,23981531,KINETIC,0,0,924,1965,"USAF, F-100, DIRECT AIR SUPPORT, TROOPS, Time on Target - 913 hours; Weapon Type -  M-39"
502452,USAF,11/14/1965,509235,CACTA6570,F100,BIEN HOA,9.04265237,105.270033,TROOPS,0,913,NA,0,F100,F100,60,6,DIRECT AIR SUPPORT,2486,4,IN COUNTRY,M,JAJJF0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PWQ300995,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WT,26401636,KINETIC,0,0,924,1965,"USAF, F-100, DIRECT AIR SUPPORT, TROOPS, Time on Target - 913 hours; Weapon Type -  NA"
536319,USAF,11/15/1965,631628,CACTA6570,RF101,TAN SON NHUT,9.3211899,106.0115398,TROOPS,0,915,NA,0,RF101,RF101,20,20,PHOTO RECCE,2172,1,IN COUNTRY,D,JAIWM0,CLEAR,PREBRIEFED TGT,SOUTH VIETNAM,48PXR11403044,##ABC11112222,9999N,MISSION: VS - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XR,26435503,NONKINETIC,0,0,930,1965,"USAF, RF-101, PHOTO RECCE, TROOPS, Time on Target - 915 hours; Weapon Type -  NA"
3165712,USAF,11/14/1965,521874,CACTA6570,F100,BIEN HOA,9.42175924,104.9277846,TROOPS,6,715,500LB GP M-64,561,F100,F100,50,6,DIRECT AIR SUPPORT,2104,3,IN COUNTRY,D,JAJJF0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PVR924414,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),VR,23798955,KINETIC,0,0,725,1965,"USAF, F-100, DIRECT AIR SUPPORT, TROOPS, Time on Target - 715 hours; Weapon Type -  500LB GP M-64"
2916977,USAF,11/14/1965,512399,CACTA6570,F100,BIEN HOA,9.42175924,104.9277846,TROOPS,6,715,750LB BLU-1/27,694,F100,F100,50,6,DIRECT AIR SUPPORT,2104,3,IN COUNTRY,D,JAJJF0,OVERCAST,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PVR924414,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),VR,23914028,KINETIC,0,0,725,1965,"USAF, F-100, DIRECT AIR SUPPORT, TROOPS, Time on Target - 715 hours; Weapon Type -  750LB BLU-1/27"
2983653,USAF,11/14/1965,523522,CACTA6570,F100,BIEN HOA,9.42175924,104.9277846,TROOPS,24,715,M-39,50,F100,F100,50,6,DIRECT AIR SUPPORT,2104,3,IN COUNTRY,D,JAJJF0,BROKEN,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PVR924414,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),VR,23980704,KINETIC,0,0,725,1965,"USAF, F-100, DIRECT AIR SUPPORT, TROOPS, Time on Target - 715 hours; Weapon Type -  M-39"
500308,USAF,11/14/1965,496436,CACTA6570,F100,BIEN HOA,9.42175924,104.9277846,TROOPS,0,715,NA,0,F100,F100,50,6,DIRECT AIR SUPPORT,2104,3,IN COUNTRY,D,JAJJF0,UNDERCAST,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PVR924414,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),VR,26399492,KINETIC,0,0,725,1965,"USAF, F-100, DIRECT AIR SUPPORT, TROOPS, Time on Target - 715 hours; Weapon Type -  NA"
2969676,USN,11/15/1965,500668,CACTA6570,F8,TICONDEROGA (CVA-14),9.4357155,105.6074083,AREA\DEPOT,5,705,5.0IN HE RKT,132,F8,F8,70,6,DIRECT AIR SUPPORT,M4646,4,IN COUNTRY,M,N09276,BROKEN,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PWR670430,##ABC111222,0909N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WT,23966727,KINETIC,0,0,712,1965,"USN, F-8, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 705 hours; Weapon Type -  5.0IN HE RKT"
3171662,USN,11/15/1965,512879,CACTA6570,F8,TICONDEROGA (CVA-14),9.4357155,105.6074083,AREA\DEPOT,3,705,500LB GP MK-82,500,F8,F8,70,6,DIRECT AIR SUPPORT,M4646,4,IN COUNTRY,M,N09276,BROKEN,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PWR670430,##ABC111222,0909N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WT,23804905,KINETIC,0,0,712,1965,"USN, F-8, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 705 hours; Weapon Type -  500LB GP MK-82"
2972816,USN,11/15/1965,488785,CACTA6570,F8,TICONDEROGA (CVA-14),9.4357155,105.6074083,AREA\DEPOT,2,705,MK-11/MK-12,57,F8,F8,70,6,DIRECT AIR SUPPORT,M4646,4,IN COUNTRY,M,N09276,,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PWR670430,##ABC111222,0909N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WT,23969867,KINETIC,0,0,712,1965,"USN, F-8, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 705 hours; Weapon Type -  MK-11/MK-12"
502101,USN,11/15/1965,506366,CACTA6570,F8,TICONDEROGA (CVA-14),9.4357155,105.6074083,AREA\DEPOT,0,705,NA,0,F8,F8,70,6,DIRECT AIR SUPPORT,M4646,4,IN COUNTRY,M,N09276,SCATTERED,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PWR670430,##ABC111222,0909N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WT,26401285,KINETIC,0,0,712,1965,"USN, F-8, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 705 hours; Weapon Type -  NA"
3147697,USN,11/16/1965,264875,CACTA6570,A1,TICONDEROGA (CVA-14),9.44223715,105.9335504,AREA\DEPOT,48,1448,200/260 M81/88,263,A1,A1,190,3,AIR INTERDICTION,M4638,4,IN COUNTRY,D,N09283,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXR028438,##ABC111222,1509N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XR,23780940,KINETIC,0,0,1507,1965,"USN, A-1, AIR INTERDICTION, AREA\DEPOT, Time on Target - 1448 hours; Weapon Type -  200/260 M81/88"
2974286,USN,11/16/1965,241960,CACTA6570,A1,TICONDEROGA (CVA-14),9.44223715,105.9335504,AREA\DEPOT,32,1448,MK-11/MK-12,57,A1,A1,190,3,AIR INTERDICTION,M4638,4,IN COUNTRY,D,N09283,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXR028438,##ABC111222,1509N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XR,23971337,KINETIC,0,0,1507,1965,"USN, A-1, AIR INTERDICTION, AREA\DEPOT, Time on Target - 1448 hours; Weapon Type -  MK-11/MK-12"
472157,USN,11/16/1965,202000,CACTA6570,A1,TICONDEROGA (CVA-14),9.44223715,105.9335504,AREA\DEPOT,0,1448,NA,0,A1,A1,190,3,AIR INTERDICTION,M4638,4,IN COUNTRY,D,N09283,BROKEN,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXR028438,##ABC111222,1509N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XR,26371341,KINETIC,0,0,1507,1965,"USN, A-1, AIR INTERDICTION, AREA\DEPOT, Time on Target - 1448 hours; Weapon Type -  NA"
2964183,USN,11/15/1965,208758,CACTA6570,A1,TICONDEROGA (CVA-14),9.45567135,105.5737345,AREA\DEPOT,10,655,2.75IN HE RKT,18,A1,A1,420,3,AIR INTERDICTION,M4644,12,IN COUNTRY,M,N09283,BROKEN,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PWR633452,##ABC111222,1309N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WT,23961234,KINETIC,0,0,753,1965,"USN, A-1, AIR INTERDICTION, AREA\DEPOT, Time on Target - 655 hours; Weapon Type -  2.75IN HE RKT"
2964716,USN,11/15/1965,508038,CACTA6570,A4,TICONDEROGA (CVA-14),9.45567135,105.5737345,AREA\DEPOT,6,710,2.75IN HE RKT,18,A4,A4,90,6,DIRECT AIR SUPPORT,M4647,5,IN COUNTRY,M,N09482,BROKEN,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PWR633452,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WT,23961767,KINETIC,0,0,723,1965,"USN, A-4, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 710 hours; Weapon Type -  2.75IN HE RKT"
2964530,USAF,11/15/1965,161722,CACTA6570,F102,TAN SON NHUT,9.45567135,105.5737345,BUILDINGS,12,818,2.75IN HE RKT,18,F102,F102,20,1,STRIKE,2153,2,,D,JAETG0,BROKEN,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PWR633452,##ABC111222,0609N,MISSION: SP - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WT,23961581,KINETIC,0,0,820,1965,"USAF, F-102, STRIKE, BUILDINGS, Time on Target - 818 hours; Weapon Type -  2.75IN HE RKT"
3147795,USN,11/15/1965,256988,CACTA6570,A1,TICONDEROGA (CVA-14),9.45567135,105.5737345,AREA\DEPOT,48,655,200/260 M81/88,263,A1,A1,420,3,AIR INTERDICTION,M4644,12,IN COUNTRY,M,N09283,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PWR633452,##ABC111222,1309N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WT,23781038,KINETIC,0,0,753,1965,"USN, A-1, AIR INTERDICTION, AREA\DEPOT, Time on Target - 655 hours; Weapon Type -  200/260 M81/88"
3158892,USN,11/15/1965,257776,CACTA6570,A1,TICONDEROGA (CVA-14),9.45567135,105.5737345,AREA\DEPOT,6,655,500LB GP M-64,561,A1,A1,420,3,AIR INTERDICTION,M4644,12,IN COUNTRY,M,N09283,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PWR633452,##ABC111222,1309N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WT,23792135,KINETIC,0,0,753,1965,"USN, A-1, AIR INTERDICTION, AREA\DEPOT, Time on Target - 655 hours; Weapon Type -  500LB GP M-64"
3165633,USN,11/15/1965,518958,CACTA6570,A4,TICONDEROGA (CVA-14),9.45567135,105.5737345,AREA\DEPOT,8,710,500LB GP M-64,561,A4,A4,90,6,DIRECT AIR SUPPORT,M4647,5,IN COUNTRY,M,N09482,BROKEN,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PWR633452,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WT,23798876,KINETIC,0,0,723,1965,"USN, A-4, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 710 hours; Weapon Type -  500LB GP M-64"
2974395,USN,11/15/1965,265618,CACTA6570,A1,TICONDEROGA (CVA-14),9.45567135,105.5737345,AREA\DEPOT,24,655,MK-11/MK-12,57,A1,A1,420,3,AIR INTERDICTION,M4644,12,IN COUNTRY,M,N09283,SCATTERED,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PWR633452,##ABC111222,1309N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WT,23971446,KINETIC,0,0,753,1965,"USN, A-1, AIR INTERDICTION, AREA\DEPOT, Time on Target - 655 hours; Weapon Type -  MK-11/MK-12"
479088,USN,11/15/1965,272683,CACTA6570,A1,TICONDEROGA (CVA-14),9.45567135,105.5737345,AREA\DEPOT,0,655,NA,0,A1,A1,420,3,AIR INTERDICTION,M4644,12,IN COUNTRY,M,N09283,BROKEN,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PWR633452,##ABC111222,1309N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WT,26378272,KINETIC,0,0,753,1965,"USN, A-1, AIR INTERDICTION, AREA\DEPOT, Time on Target - 655 hours; Weapon Type -  NA"
